Original_ID	Uniprot_ID	Structure_Alphafold	Source
Q66GT5	Q66GT5	../datasets/Structures/Q66GT5.pdb	alphafold
Q67Y83	Q67Y83	../datasets/Structures/Q67Y83.pdb	alphafold
Q67Y99	Q67Y99	../datasets/Structures/Q67Y99.pdb	alphafold
Q67YI9	Q67YI9	../datasets/Structures/Q67YI9.pdb	alphafold
Q680A5	Q680A5	../datasets/Structures/Q680A5.pdb	alphafold
Q680K2	Q680K2	../datasets/Structures/Q680K2.pdb	alphafold
Q681Y3	Q681Y3	../datasets/Structures/Q681Y3.pdb	alphafold
Q682S0	Q682S0	../datasets/Structures/Q682S0.pdb	alphafold
Q688B0	Q688B0	../datasets/Structures/Q688B0.pdb	alphafold
Q688C0	Q688C0	../datasets/Structures/Q688C0.pdb	alphafold
Q68ED2	Q68ED2	../datasets/Structures/Q68ED2.pdb	alphafold
Q68FD7	Q68FD7	../datasets/Structures/Q68FD7.pdb	alphafold
Q68FF6	Q68FF6	../datasets/Structures/Q68FF6.pdb	alphafold
Q68FH4	Q68FH4	../datasets/Structures/Q68FH4.pdb	alphafold
Q68FL4	Q68FL4	../datasets/Structures/Q68FL4.pdb	alphafold
Q68FL6	Q68FL6	../datasets/Structures/Q68FL6.pdb	alphafold
Q69Z38	Q69Z38	../datasets/Structures/Q69Z38.pdb	alphafold
Q69Z69	Q69Z69	../datasets/Structures/Q69Z69.pdb	alphafold
Q69ZA1	Q69ZA1	../datasets/Structures/Q69ZA1.pdb	alphafold
Q69ZF3	Q69ZF3	../datasets/Structures/Q69ZF3.pdb	alphafold
Q69ZK0	Q69ZK0	../datasets/Structures/Q69ZK0.pdb	alphafold
Q69ZN6	Q69ZN6	../datasets/Structures/Q69ZN6.pdb	alphafold
Q69ZN7	Q69ZN7	../datasets/Structures/Q69ZN7.pdb	alphafold
Q69ZQ1	Q69ZQ1	../datasets/Structures/Q69ZQ1.pdb	alphafold
Q69ZR9	Q69ZR9	../datasets/Structures/Q69ZR9.pdb	alphafold
Q69ZS7	Q69ZS7	../datasets/Structures/Q69ZS7.pdb	alphafold
Q69ZW3	Q69ZW3	../datasets/Structures/Q69ZW3.pdb	alphafold
Q69ZX6	Q69ZX6	../datasets/Structures/Q69ZX6.pdb	alphafold
Q6A028	Q6A028	../datasets/Structures/Q6A028.pdb	alphafold
Q6A0A9	Q6A0A9	../datasets/Structures/Q6A0A9.pdb	alphafold
Q6A0D4	Q6A0D4	../datasets/Structures/Q6A0D4.pdb	alphafold
Q6A3Q2	Q6A3Q2	../datasets/Structures/Q6A3Q2.pdb	alphafold
Q6A4J8	Q6A4J8	../datasets/Structures/Q6A4J8.pdb	alphafold
Q6A576	Q6A576	../datasets/Structures/Q6A576.pdb	alphafold
Q6AHN9	Q6AHN9	../datasets/Structures/Q6AHN9.pdb	alphafold
Q6AHP8	Q6AHP8	../datasets/Structures/Q6AHP8.pdb	alphafold
Q6AHQ9	Q6AHQ9	../datasets/Structures/Q6AHQ9.pdb	alphafold
Q6AW09	Q6AW09	../datasets/Structures/Q6AW09.pdb	alphafold
Q6AW19	Q6AW19	../datasets/Structures/Q6AW19.pdb	alphafold
Q6BEV8	Q6BEV8	../datasets/Structures/Q6BEV8.pdb	alphafold
Q6BF16	Q6BF16	../datasets/Structures/Q6BF16.pdb	alphafold
Q6DBY1	Q6DBY1	../datasets/Structures/Q6DBY1.pdb	alphafold
Q6DFV1	Q6DFV1	../datasets/Structures/Q6DFV1.pdb	alphafold
Q6DFW0	Q6DFW0	../datasets/Structures/Q6DFW0.pdb	alphafold
Q6DFW5	Q6DFW5	../datasets/Structures/Q6DFW5.pdb	alphafold
Q6DG52	Q6DG52	../datasets/Structures/Q6DG52.pdb	alphafold
Q6DG54	Q6DG54	../datasets/Structures/Q6DG54.pdb	alphafold
Q6DGX4	Q6DGX4	../datasets/Structures/Q6DGX4.pdb	alphafold
Q6DI36	Q6DI36	../datasets/Structures/Q6DI36.pdb	alphafold
Q6DI69	Q6DI69	../datasets/Structures/Q6DI69.pdb	alphafold
Q6DI86	Q6DI86	../datasets/Structures/Q6DI86.pdb	alphafold
Q6DRG6	Q6DRG6	../datasets/Structures/Q6DRG6.pdb	alphafold
Q6DRJ2	Q6DRJ2	../datasets/Structures/Q6DRJ2.pdb	alphafold
Q6DRL7	Q6DRL7	../datasets/Structures/Q6DRL7.pdb	alphafold
Q6DTY7	Q6DTY7	../datasets/Structures/Q6DTY7.pdb	alphafold
Q6DVA0	Q6DVA0	../datasets/Structures/Q6DVA0.pdb	alphafold
Q6EUT3	Q6EUT3	../datasets/Structures/Q6EUT3.pdb	alphafold
Q6EVK6	Q6EVK6	../datasets/Structures/Q6EVK6.pdb	alphafold
Q6EZG4	Q6EZG4	../datasets/Structures/Q6EZG4.pdb	alphafold
Q6EZG8	Q6EZG8	../datasets/Structures/Q6EZG8.pdb	alphafold
Q6GQT9	Q6GQT9	../datasets/Structures/Q6GQT9.pdb	alphafold
Q6GQT9	Q6GQT9	../datasets/Structures/Q6GQT9.pdb	alphafold
Q6GYP7	Q6GYP7	../datasets/Structures/Q6GYP7.pdb	alphafold
Q6IEE6	Q6IEE6	../datasets/Structures/Q6IEE6.pdb	alphafold
Q6IQG7	Q6IQG7	../datasets/Structures/Q6IQG7.pdb	alphafold
Q6J5K9	Q6J5K9	../datasets/Structures/Q6J5K9.pdb	alphafold
Q6KYU3	Q6KYU3	../datasets/Structures/Q6KYU3.pdb	alphafold
Q6KYU4	Q6KYU4	../datasets/Structures/Q6KYU4.pdb	alphafold
Q6KYU6	Q6KYU6	../datasets/Structures/Q6KYU6.pdb	alphafold
Q6KYV1	Q6KYV1	../datasets/Structures/Q6KYV1.pdb	alphafold
Q6KYV9	Q6KYV9	../datasets/Structures/Q6KYV9.pdb	alphafold
Q6KYW0	Q6KYW0	../datasets/Structures/Q6KYW0.pdb	alphafold
Q6KYW1	Q6KYW1	../datasets/Structures/Q6KYW1.pdb	alphafold
Q6KYW3	Q6KYW3	../datasets/Structures/Q6KYW3.pdb	alphafold
Q6KYW5	Q6KYW5	../datasets/Structures/Q6KYW5.pdb	alphafold
Q6KYW8	Q6KYW8	../datasets/Structures/Q6KYW8.pdb	alphafold
Q6KYX0	Q6KYX0	../datasets/Structures/Q6KYX0.pdb	alphafold
Q6KYX5	Q6KYX5	../datasets/Structures/Q6KYX5.pdb	alphafold
Q6KYX8	Q6KYX8	../datasets/Structures/Q6KYX8.pdb	alphafold
Q6KYY0	Q6KYY0	../datasets/Structures/Q6KYY0.pdb	alphafold
Q6KYY1	Q6KYY1	../datasets/Structures/Q6KYY1.pdb	alphafold
Q6KYY2	Q6KYY2	../datasets/Structures/Q6KYY2.pdb	alphafold
Q6KYY3	Q6KYY3	../datasets/Structures/Q6KYY3.pdb	alphafold
Q6KYY6	Q6KYY6	../datasets/Structures/Q6KYY6.pdb	alphafold
Q6KYY8	Q6KYY8	../datasets/Structures/Q6KYY8.pdb	alphafold
Q6KYZ3	Q6KYZ3	../datasets/Structures/Q6KYZ3.pdb	alphafold
Q6KZ07	Q6KZ07	../datasets/Structures/Q6KZ07.pdb	alphafold
Q6KZ08	Q6KZ08	../datasets/Structures/Q6KZ08.pdb	alphafold
Q6KZ16	Q6KZ16	../datasets/Structures/Q6KZ16.pdb	alphafold
Q6KZ17	Q6KZ17	../datasets/Structures/Q6KZ17.pdb	alphafold
Q6KZ20	Q6KZ20	../datasets/Structures/Q6KZ20.pdb	alphafold
Q6KZ21	Q6KZ21	../datasets/Structures/Q6KZ21.pdb	alphafold
Q6KZ22	Q6KZ22	../datasets/Structures/Q6KZ22.pdb	alphafold
Q6KZ23	Q6KZ23	../datasets/Structures/Q6KZ23.pdb	alphafold
Q6KZ24	Q6KZ24	../datasets/Structures/Q6KZ24.pdb	alphafold
Q6KZ29	Q6KZ29	../datasets/Structures/Q6KZ29.pdb	alphafold
Q6KZ32	Q6KZ32	../datasets/Structures/Q6KZ32.pdb	alphafold
Q6KZ35	Q6KZ35	../datasets/Structures/Q6KZ35.pdb	alphafold
Q6KZ37	Q6KZ37	../datasets/Structures/Q6KZ37.pdb	alphafold
Q6KZ39	Q6KZ39	../datasets/Structures/Q6KZ39.pdb	alphafold
Q6KZ44	Q6KZ44	../datasets/Structures/Q6KZ44.pdb	alphafold
Q6KZ45	Q6KZ45	../datasets/Structures/Q6KZ45.pdb	alphafold
Q6KZ47	Q6KZ47	../datasets/Structures/Q6KZ47.pdb	alphafold
Q6KZ48	Q6KZ48	../datasets/Structures/Q6KZ48.pdb	alphafold
Q6KZ49	Q6KZ49	../datasets/Structures/Q6KZ49.pdb	alphafold
Q6KZ55	Q6KZ55	../datasets/Structures/Q6KZ55.pdb	alphafold
Q6KZ58	Q6KZ58	../datasets/Structures/Q6KZ58.pdb	alphafold
Q6KZ64	Q6KZ64	../datasets/Structures/Q6KZ64.pdb	alphafold
Q6KZ65	Q6KZ65	../datasets/Structures/Q6KZ65.pdb	alphafold
Q6KZ66	Q6KZ66	../datasets/Structures/Q6KZ66.pdb	alphafold
Q6KZ83	Q6KZ83	../datasets/Structures/Q6KZ83.pdb	alphafold
Q6KZ87	Q6KZ87	../datasets/Structures/Q6KZ87.pdb	alphafold
Q6KZ88	Q6KZ88	../datasets/Structures/Q6KZ88.pdb	alphafold
Q6KZ95	Q6KZ95	../datasets/Structures/Q6KZ95.pdb	alphafold
Q6KZ96	Q6KZ96	../datasets/Structures/Q6KZ96.pdb	alphafold
Q6KZA4	Q6KZA4	../datasets/Structures/Q6KZA4.pdb	alphafold
Q6KZB0	Q6KZB0	../datasets/Structures/Q6KZB0.pdb	alphafold
Q6KZB1	Q6KZB1	../datasets/Structures/Q6KZB1.pdb	alphafold
Q6KZB3	Q6KZB3	../datasets/Structures/Q6KZB3.pdb	alphafold
Q6KZB4	Q6KZB4	../datasets/Structures/Q6KZB4.pdb	alphafold
Q6KZB5	Q6KZB5	../datasets/Structures/Q6KZB5.pdb	alphafold
Q6KZC4	Q6KZC4	../datasets/Structures/Q6KZC4.pdb	alphafold
Q6KZD1	Q6KZD1	../datasets/Structures/Q6KZD1.pdb	alphafold
Q6KZD2	Q6KZD2	../datasets/Structures/Q6KZD2.pdb	alphafold
Q6KZD3	Q6KZD3	../datasets/Structures/Q6KZD3.pdb	alphafold
Q6KZD4	Q6KZD4	../datasets/Structures/Q6KZD4.pdb	alphafold
Q6KZD7	Q6KZD7	../datasets/Structures/Q6KZD7.pdb	alphafold
Q6KZD8	Q6KZD8	../datasets/Structures/Q6KZD8.pdb	alphafold
Q6KZD9	Q6KZD9	../datasets/Structures/Q6KZD9.pdb	alphafold
Q6KZE9	Q6KZE9	../datasets/Structures/Q6KZE9.pdb	alphafold
Q6KZF1	Q6KZF1	../datasets/Structures/Q6KZF1.pdb	alphafold
Q6KZF9	Q6KZF9	../datasets/Structures/Q6KZF9.pdb	alphafold
Q6KZH0	Q6KZH0	../datasets/Structures/Q6KZH0.pdb	alphafold
Q6KZH1	Q6KZH1	../datasets/Structures/Q6KZH1.pdb	alphafold
Q6KZH2	Q6KZH2	../datasets/Structures/Q6KZH2.pdb	alphafold
Q6KZH3	Q6KZH3	../datasets/Structures/Q6KZH3.pdb	alphafold
Q6KZH5	Q6KZH5	../datasets/Structures/Q6KZH5.pdb	alphafold
Q6KZH7	Q6KZH7	../datasets/Structures/Q6KZH7.pdb	alphafold
Q6KZH8	Q6KZH8	../datasets/Structures/Q6KZH8.pdb	alphafold
Q6KZH9	Q6KZH9	../datasets/Structures/Q6KZH9.pdb	alphafold
Q6KZI3	Q6KZI3	../datasets/Structures/Q6KZI3.pdb	alphafold
Q6KZI4	Q6KZI4	../datasets/Structures/Q6KZI4.pdb	alphafold
Q6KZI5	Q6KZI5	../datasets/Structures/Q6KZI5.pdb	alphafold
Q6KZI8	Q6KZI8	../datasets/Structures/Q6KZI8.pdb	alphafold
Q6KZJ0	Q6KZJ0	../datasets/Structures/Q6KZJ0.pdb	alphafold
Q6KZJ2	Q6KZJ2	../datasets/Structures/Q6KZJ2.pdb	alphafold
Q6KZJ5	Q6KZJ5	../datasets/Structures/Q6KZJ5.pdb	alphafold
Q6KZJ6	Q6KZJ6	../datasets/Structures/Q6KZJ6.pdb	alphafold
Q6KZJ7	Q6KZJ7	../datasets/Structures/Q6KZJ7.pdb	alphafold
Q6KZK1	Q6KZK1	../datasets/Structures/Q6KZK1.pdb	alphafold
Q6KZK5	Q6KZK5	../datasets/Structures/Q6KZK5.pdb	alphafold
Q6KZK7	Q6KZK7	../datasets/Structures/Q6KZK7.pdb	alphafold
Q6KZK9	Q6KZK9	../datasets/Structures/Q6KZK9.pdb	alphafold
Q6KZL5	Q6KZL5	../datasets/Structures/Q6KZL5.pdb	alphafold
Q6KZL9	Q6KZL9	../datasets/Structures/Q6KZL9.pdb	alphafold
Q6KZM2	Q6KZM2	../datasets/Structures/Q6KZM2.pdb	alphafold
Q6KZM3	Q6KZM3	../datasets/Structures/Q6KZM3.pdb	alphafold
Q6KZM5	Q6KZM5	../datasets/Structures/Q6KZM5.pdb	alphafold
Q6KZM6	Q6KZM6	../datasets/Structures/Q6KZM6.pdb	alphafold
Q6KZM7	Q6KZM7	../datasets/Structures/Q6KZM7.pdb	alphafold
Q6KZM8	Q6KZM8	../datasets/Structures/Q6KZM8.pdb	alphafold
Q6KZN1	Q6KZN1	../datasets/Structures/Q6KZN1.pdb	alphafold
Q6KZN2	Q6KZN2	../datasets/Structures/Q6KZN2.pdb	alphafold
Q6KZN3	Q6KZN3	../datasets/Structures/Q6KZN3.pdb	alphafold
Q6KZN4	Q6KZN4	../datasets/Structures/Q6KZN4.pdb	alphafold
Q6KZN6	Q6KZN6	../datasets/Structures/Q6KZN6.pdb	alphafold
Q6KZN7	Q6KZN7	../datasets/Structures/Q6KZN7.pdb	alphafold
Q6KZN9	Q6KZN9	../datasets/Structures/Q6KZN9.pdb	alphafold
Q6KZP0	Q6KZP0	../datasets/Structures/Q6KZP0.pdb	alphafold
Q6KZP1	Q6KZP1	../datasets/Structures/Q6KZP1.pdb	alphafold
Q6KZP2	Q6KZP2	../datasets/Structures/Q6KZP2.pdb	alphafold
Q6KZP3	Q6KZP3	../datasets/Structures/Q6KZP3.pdb	alphafold
Q6KZP6	Q6KZP6	../datasets/Structures/Q6KZP6.pdb	alphafold
Q6KZP7	Q6KZP7	../datasets/Structures/Q6KZP7.pdb	alphafold
Q6KZQ0	Q6KZQ0	../datasets/Structures/Q6KZQ0.pdb	alphafold
Q6KZQ1	Q6KZQ1	../datasets/Structures/Q6KZQ1.pdb	alphafold
Q6KZQ2	Q6KZQ2	../datasets/Structures/Q6KZQ2.pdb	alphafold
Q6KZQ3	Q6KZQ3	../datasets/Structures/Q6KZQ3.pdb	alphafold
Q6KZQ4	Q6KZQ4	../datasets/Structures/Q6KZQ4.pdb	alphafold
Q6KZQ5	Q6KZQ5	../datasets/Structures/Q6KZQ5.pdb	alphafold
Q6KZQ6	Q6KZQ6	../datasets/Structures/Q6KZQ6.pdb	alphafold
Q6KZR2	Q6KZR2	../datasets/Structures/Q6KZR2.pdb	alphafold
Q6KZR3	Q6KZR3	../datasets/Structures/Q6KZR3.pdb	alphafold
Q6KZR5	Q6KZR5	../datasets/Structures/Q6KZR5.pdb	alphafold
Q6KZR6	Q6KZR6	../datasets/Structures/Q6KZR6.pdb	alphafold
Q6KZR7	Q6KZR7	../datasets/Structures/Q6KZR7.pdb	alphafold
Q6KZR9	Q6KZR9	../datasets/Structures/Q6KZR9.pdb	alphafold
Q6KZS1	Q6KZS1	../datasets/Structures/Q6KZS1.pdb	alphafold
Q6KZS3	Q6KZS3	../datasets/Structures/Q6KZS3.pdb	alphafold
Q6KZS5	Q6KZS5	../datasets/Structures/Q6KZS5.pdb	alphafold
Q6KZS6	Q6KZS6	../datasets/Structures/Q6KZS6.pdb	alphafold
Q6KZT0	Q6KZT0	../datasets/Structures/Q6KZT0.pdb	alphafold
Q6KZT2	Q6KZT2	../datasets/Structures/Q6KZT2.pdb	alphafold
Q6KZT5	Q6KZT5	../datasets/Structures/Q6KZT5.pdb	alphafold
Q6KZT6	Q6KZT6	../datasets/Structures/Q6KZT6.pdb	alphafold
Q6KZT9	Q6KZT9	../datasets/Structures/Q6KZT9.pdb	alphafold
Q6KZU0	Q6KZU0	../datasets/Structures/Q6KZU0.pdb	alphafold
Q6KZU1	Q6KZU1	../datasets/Structures/Q6KZU1.pdb	alphafold
Q6KZU6	Q6KZU6	../datasets/Structures/Q6KZU6.pdb	alphafold
Q6KZV1	Q6KZV1	../datasets/Structures/Q6KZV1.pdb	alphafold
Q6KZV6	Q6KZV6	../datasets/Structures/Q6KZV6.pdb	alphafold
Q6KZW2	Q6KZW2	../datasets/Structures/Q6KZW2.pdb	alphafold
Q6KZW3	Q6KZW3	../datasets/Structures/Q6KZW3.pdb	alphafold
Q6KZW7	Q6KZW7	../datasets/Structures/Q6KZW7.pdb	alphafold
Q6KZW9	Q6KZW9	../datasets/Structures/Q6KZW9.pdb	alphafold
Q6KZX0	Q6KZX0	../datasets/Structures/Q6KZX0.pdb	alphafold
Q6KZX6	Q6KZX6	../datasets/Structures/Q6KZX6.pdb	alphafold
Q6KZX7	Q6KZX7	../datasets/Structures/Q6KZX7.pdb	alphafold
Q6KZX9	Q6KZX9	../datasets/Structures/Q6KZX9.pdb	alphafold
Q6KZY4	Q6KZY4	../datasets/Structures/Q6KZY4.pdb	alphafold
Q6KZY5	Q6KZY5	../datasets/Structures/Q6KZY5.pdb	alphafold
Q6KZY7	Q6KZY7	../datasets/Structures/Q6KZY7.pdb	alphafold
Q6KZZ3	Q6KZZ3	../datasets/Structures/Q6KZZ3.pdb	alphafold
Q6KZZ6	Q6KZZ6	../datasets/Structures/Q6KZZ6.pdb	alphafold
Q6KZZ7	Q6KZZ7	../datasets/Structures/Q6KZZ7.pdb	alphafold
Q6KZZ8	Q6KZZ8	../datasets/Structures/Q6KZZ8.pdb	alphafold
Q6KZZ9	Q6KZZ9	../datasets/Structures/Q6KZZ9.pdb	alphafold
Q6L001	Q6L001	../datasets/Structures/Q6L001.pdb	alphafold
Q6L002	Q6L002	../datasets/Structures/Q6L002.pdb	alphafold
Q6L006	Q6L006	../datasets/Structures/Q6L006.pdb	alphafold
Q6L014	Q6L014	../datasets/Structures/Q6L014.pdb	alphafold
Q6L016	Q6L016	../datasets/Structures/Q6L016.pdb	alphafold
Q6L018	Q6L018	../datasets/Structures/Q6L018.pdb	alphafold
Q6L023	Q6L023	../datasets/Structures/Q6L023.pdb	alphafold
Q6L025	Q6L025	../datasets/Structures/Q6L025.pdb	alphafold
Q6L032	Q6L032	../datasets/Structures/Q6L032.pdb	alphafold
Q6L034	Q6L034	../datasets/Structures/Q6L034.pdb	alphafold
Q6L044	Q6L044	../datasets/Structures/Q6L044.pdb	alphafold
Q6L047	Q6L047	../datasets/Structures/Q6L047.pdb	alphafold
Q6L048	Q6L048	../datasets/Structures/Q6L048.pdb	alphafold
Q6L050	Q6L050	../datasets/Structures/Q6L050.pdb	alphafold
Q6L054	Q6L054	../datasets/Structures/Q6L054.pdb	alphafold
Q6L058	Q6L058	../datasets/Structures/Q6L058.pdb	alphafold
Q6L062	Q6L062	../datasets/Structures/Q6L062.pdb	alphafold
Q6L063	Q6L063	../datasets/Structures/Q6L063.pdb	alphafold
Q6L064	Q6L064	../datasets/Structures/Q6L064.pdb	alphafold
Q6L066	Q6L066	../datasets/Structures/Q6L066.pdb	alphafold
Q6L069	Q6L069	../datasets/Structures/Q6L069.pdb	alphafold
Q6L070	Q6L070	../datasets/Structures/Q6L070.pdb	alphafold
Q6L071	Q6L071	../datasets/Structures/Q6L071.pdb	alphafold
Q6L076	Q6L076	../datasets/Structures/Q6L076.pdb	alphafold
Q6L079	Q6L079	../datasets/Structures/Q6L079.pdb	alphafold
Q6L080	Q6L080	../datasets/Structures/Q6L080.pdb	alphafold
Q6L081	Q6L081	../datasets/Structures/Q6L081.pdb	alphafold
Q6L084	Q6L084	../datasets/Structures/Q6L084.pdb	alphafold
Q6L085	Q6L085	../datasets/Structures/Q6L085.pdb	alphafold
Q6L087	Q6L087	../datasets/Structures/Q6L087.pdb	alphafold
Q6L088	Q6L088	../datasets/Structures/Q6L088.pdb	alphafold
Q6L090	Q6L090	../datasets/Structures/Q6L090.pdb	alphafold
Q6L092	Q6L092	../datasets/Structures/Q6L092.pdb	alphafold
Q6L099	Q6L099	../datasets/Structures/Q6L099.pdb	alphafold
Q6L0A4	Q6L0A4	../datasets/Structures/Q6L0A4.pdb	alphafold
Q6L0A8	Q6L0A8	../datasets/Structures/Q6L0A8.pdb	alphafold
Q6L0B0	Q6L0B0	../datasets/Structures/Q6L0B0.pdb	alphafold
Q6L0B3	Q6L0B3	../datasets/Structures/Q6L0B3.pdb	alphafold
Q6L0B9	Q6L0B9	../datasets/Structures/Q6L0B9.pdb	alphafold
Q6L0C0	Q6L0C0	../datasets/Structures/Q6L0C0.pdb	alphafold
Q6L0C1	Q6L0C1	../datasets/Structures/Q6L0C1.pdb	alphafold
Q6L0C2	Q6L0C2	../datasets/Structures/Q6L0C2.pdb	alphafold
Q6L0C4	Q6L0C4	../datasets/Structures/Q6L0C4.pdb	alphafold
Q6L0C5	Q6L0C5	../datasets/Structures/Q6L0C5.pdb	alphafold
Q6L0C9	Q6L0C9	../datasets/Structures/Q6L0C9.pdb	alphafold
Q6L0D1	Q6L0D1	../datasets/Structures/Q6L0D1.pdb	alphafold
Q6L0D4	Q6L0D4	../datasets/Structures/Q6L0D4.pdb	alphafold
Q6L0D5	Q6L0D5	../datasets/Structures/Q6L0D5.pdb	alphafold
Q6L0D6	Q6L0D6	../datasets/Structures/Q6L0D6.pdb	alphafold
Q6L0D7	Q6L0D7	../datasets/Structures/Q6L0D7.pdb	alphafold
Q6L0E2	Q6L0E2	../datasets/Structures/Q6L0E2.pdb	alphafold
Q6L0E8	Q6L0E8	../datasets/Structures/Q6L0E8.pdb	alphafold
Q6L0F0	Q6L0F0	../datasets/Structures/Q6L0F0.pdb	alphafold
Q6L0F1	Q6L0F1	../datasets/Structures/Q6L0F1.pdb	alphafold
Q6L0F2	Q6L0F2	../datasets/Structures/Q6L0F2.pdb	alphafold
Q6L0F3	Q6L0F3	../datasets/Structures/Q6L0F3.pdb	alphafold
Q6L0F4	Q6L0F4	../datasets/Structures/Q6L0F4.pdb	alphafold
Q6L0F5	Q6L0F5	../datasets/Structures/Q6L0F5.pdb	alphafold
Q6L0F6	Q6L0F6	../datasets/Structures/Q6L0F6.pdb	alphafold
Q6L0F9	Q6L0F9	../datasets/Structures/Q6L0F9.pdb	alphafold
Q6L0G1	Q6L0G1	../datasets/Structures/Q6L0G1.pdb	alphafold
Q6L0G2	Q6L0G2	../datasets/Structures/Q6L0G2.pdb	alphafold
Q6L0G3	Q6L0G3	../datasets/Structures/Q6L0G3.pdb	alphafold
Q6L0G8	Q6L0G8	../datasets/Structures/Q6L0G8.pdb	alphafold
Q6L0G9	Q6L0G9	../datasets/Structures/Q6L0G9.pdb	alphafold
Q6L0H0	Q6L0H0	../datasets/Structures/Q6L0H0.pdb	alphafold
Q6L0H2	Q6L0H2	../datasets/Structures/Q6L0H2.pdb	alphafold
Q6L0H4	Q6L0H4	../datasets/Structures/Q6L0H4.pdb	alphafold
Q6L0H5	Q6L0H5	../datasets/Structures/Q6L0H5.pdb	alphafold
Q6L0H8	Q6L0H8	../datasets/Structures/Q6L0H8.pdb	alphafold
Q6L0H9	Q6L0H9	../datasets/Structures/Q6L0H9.pdb	alphafold
Q6L0I4	Q6L0I4	../datasets/Structures/Q6L0I4.pdb	alphafold
Q6L0K7	Q6L0K7	../datasets/Structures/Q6L0K7.pdb	alphafold
Q6L0K8	Q6L0K8	../datasets/Structures/Q6L0K8.pdb	alphafold
Q6L0K9	Q6L0K9	../datasets/Structures/Q6L0K9.pdb	alphafold
Q6L0L1	Q6L0L1	../datasets/Structures/Q6L0L1.pdb	alphafold
Q6L0L2	Q6L0L2	../datasets/Structures/Q6L0L2.pdb	alphafold
Q6L0L8	Q6L0L8	../datasets/Structures/Q6L0L8.pdb	alphafold
Q6L0M4	Q6L0M4	../datasets/Structures/Q6L0M4.pdb	alphafold
Q6L0M5	Q6L0M5	../datasets/Structures/Q6L0M5.pdb	alphafold
Q6L0M6	Q6L0M6	../datasets/Structures/Q6L0M6.pdb	alphafold
Q6L0M7	Q6L0M7	../datasets/Structures/Q6L0M7.pdb	alphafold
Q6L0M9	Q6L0M9	../datasets/Structures/Q6L0M9.pdb	alphafold
Q6L0N1	Q6L0N1	../datasets/Structures/Q6L0N1.pdb	alphafold
Q6L0N5	Q6L0N5	../datasets/Structures/Q6L0N5.pdb	alphafold
Q6L0N7	Q6L0N7	No structure available	NA
Q6L0N8	Q6L0N8	../datasets/Structures/Q6L0N8.pdb	alphafold
Q6L0N9	Q6L0N9	../datasets/Structures/Q6L0N9.pdb	alphafold
Q6L0P2	Q6L0P2	../datasets/Structures/Q6L0P2.pdb	alphafold
Q6L0P3	Q6L0P3	../datasets/Structures/Q6L0P3.pdb	alphafold
Q6L0P4	Q6L0P4	../datasets/Structures/Q6L0P4.pdb	alphafold
Q6L0P9	Q6L0P9	../datasets/Structures/Q6L0P9.pdb	alphafold
Q6L0Q0	Q6L0Q0	../datasets/Structures/Q6L0Q0.pdb	alphafold
Q6L0Q1	Q6L0Q1	../datasets/Structures/Q6L0Q1.pdb	alphafold
Q6L0Q5	Q6L0Q5	../datasets/Structures/Q6L0Q5.pdb	alphafold
Q6L0Q8	Q6L0Q8	../datasets/Structures/Q6L0Q8.pdb	alphafold
Q6L0Q9	Q6L0Q9	../datasets/Structures/Q6L0Q9.pdb	alphafold
Q6L0R1	Q6L0R1	../datasets/Structures/Q6L0R1.pdb	alphafold
Q6L0R3	Q6L0R3	../datasets/Structures/Q6L0R3.pdb	alphafold
Q6L0R6	Q6L0R6	../datasets/Structures/Q6L0R6.pdb	alphafold
Q6L0S2	Q6L0S2	../datasets/Structures/Q6L0S2.pdb	alphafold
Q6L0S5	Q6L0S5	../datasets/Structures/Q6L0S5.pdb	alphafold
Q6L0S8	Q6L0S8	../datasets/Structures/Q6L0S8.pdb	alphafold
Q6L0T6	Q6L0T6	../datasets/Structures/Q6L0T6.pdb	alphafold
Q6L0U6	Q6L0U6	../datasets/Structures/Q6L0U6.pdb	alphafold
Q6L0U8	Q6L0U8	../datasets/Structures/Q6L0U8.pdb	alphafold
Q6L0U9	Q6L0U9	../datasets/Structures/Q6L0U9.pdb	alphafold
Q6L0V0	Q6L0V0	../datasets/Structures/Q6L0V0.pdb	alphafold
Q6L0V3	Q6L0V3	../datasets/Structures/Q6L0V3.pdb	alphafold
Q6L0V5	Q6L0V5	../datasets/Structures/Q6L0V5.pdb	alphafold
Q6L0V8	Q6L0V8	../datasets/Structures/Q6L0V8.pdb	alphafold
Q6L0V9	Q6L0V9	../datasets/Structures/Q6L0V9.pdb	alphafold
Q6L0W0	Q6L0W0	../datasets/Structures/Q6L0W0.pdb	alphafold
Q6L0W5	Q6L0W5	../datasets/Structures/Q6L0W5.pdb	alphafold
Q6L0W7	Q6L0W7	../datasets/Structures/Q6L0W7.pdb	alphafold
Q6L0W9	Q6L0W9	../datasets/Structures/Q6L0W9.pdb	alphafold
Q6L0X5	Q6L0X5	../datasets/Structures/Q6L0X5.pdb	alphafold
Q6L0Y1	Q6L0Y1	No structure available	NA
Q6L0Y4	Q6L0Y4	../datasets/Structures/Q6L0Y4.pdb	alphafold
Q6L0Y6	Q6L0Y6	../datasets/Structures/Q6L0Y6.pdb	alphafold
Q6L0Y9	Q6L0Y9	../datasets/Structures/Q6L0Y9.pdb	alphafold
